,RPneg_BATCirc_391,RPneg_BATCirc_403,RPneg_BATCirc_453,RPneg_BATCirc_395,RPneg_BATCirc_405,RPneg_BATCirc_415,RPneg_BATCirc_463,RPneg_BATCirc_431,RPneg_BATCirc_435,RPneg_BATCirc_439,RPneg_BATCirc_411,RPneg_BATCirc_425,RPneg_BATCirc_445,RPneg_BATCirc_383,RPneg_BATCirc_407,RPneg_BATCirc_417,RPneg_BATCirc_381,RPneg_BATCirc_393,RPneg_BATCirc_419,RPneg_BATCirc_459,RPneg_BATCirc_413,RPneg_BATCirc_447,RPneg_BATCirc_avg,RPneg_BATCirc_427,RPneg_BATCirc_433,RPneg_BATCirc_437
p_50/544.3374mz/8.64min LysoPC2045Z;8Z;11Z;14Z,1.46280051,1.13767323,0.65073617,0.64388603,0.61695748,1.21387961,1.22808365,-0.94601903,0.09495638,-0.49951836,-1.39713823,-2.17807316,0.15025469,-0.24098086,-0.18920563,-0.02181966,1.09000834,-0.46894175,-0.81310041,-0.23129098,1.02746442,0.28539153,0.72496249,-1.90237005,-1.41211254,-0.02648388
p_503/602.1191mz/1.21min,-2.37485052,-0.68119238,1.50973731,-0.20909289,0.12026952,-0.78998989,1.89970685,-0.38683602,-0.33281675,0.01253191,-0.05051848,-0.28353252,-0.70745579,1.62136337,0.60300962,1.02339928,1.26150363,-0.38219719,0.63075015,0.99313974,-1.13155334,-1.08005707,-1.13079863,-0.19831141,-0.4940176,0.5578091
p_390/261.0181mz/1.73min 5-Methylthioribose 1-phosphate,-0.28518724,0.63922371,1.48518901,0.87686335,0.89659715,1.23582538,1.68122952,-0.19878158,0.73962544,0.2230966,0.68651409,0.13441818,0.42904824,-0.16463703,-1.02455239,-1.16135368,0.36835891,-1.25841798,0.28894604,-0.81250805,-2.7699689,-0.56767007,-1.4512918,-0.22365503,0.13876695,0.09432115
p_44/116.0704mz/0.98min L-Proline,0.61299133,1.12907922,0.43676208,-1.30621333,0.94399343,-1.17724522,0.12620537,0.9772151,-0.12600506,0.53200582,-1.63598483,-1.7370394,-1.75992679,0.83734721,0.62571825,1.1404954,0.60471048,0.48841576,-0.08060825,0.55344321,0.70491561,0.80671395,0.73601529,-1.17436688,-1.43334299,-0.82529476
p_495/524.0574mz/1.23min,-0.62325719,0.55294506,2.41501352,1.47064767,0.39092268,1.32771998,2.05680319,-0.0736202,0.38823364,-0.31592313,0.68498187,-0.07580781,-0.44077753,0.74175507,-0.75611927,-0.62528724,-0.44316774,-1.87878416,0.07737796,-1.10383718,-0.35110787,-0.92964961,-1.00675874,-0.55252736,-0.60133189,-0.3284437
p_147/528.3066mz/8.72min LysoPE00/2254Z;7Z;10Z;13Z;16Z,1.15813548,0.59735563,0.6963342,-0.72618662,0.38694744,0.6615737,1.19042758,0.01317784,0.67416938,-2.03950414,-1.66171067,0.64103111,0.42910407,-0.85960966,-1.27616608,-0.18460125,1.40673453,-0.98193919,-0.32349401,-0.83515408,1.62923049,-0.29412196,0.92069765,0.07920176,0.27808616,-1.57971937
p_774/407.0313mz/1.37min 2-hydroxy-3-3-3-methoxy-4-sulfooxyphenylprop-2-enoyloxybutanedioic acid,-1.44410752,-0.66213443,0.15317509,-0.94212139,-0.73405798,0.08830454,0.31080624,-0.48290153,0.63561449,-0.49946363,0.30086785,-0.42783068,-0.53568461,-0.35312236,-0.91985574,-0.62104308,0.12936911,0.99694385,2.87006422,0.46555596,-1.00389126,-0.73933988,-0.90621234,1.25452918,1.56627642,1.5002595
p_1019/175.0005mz/1.34min,-1.1369197,-0.1258001,-1.5062698,0.8088792,-0.5071925,0.5083754,-1.260936,-0.2175602,-2.062702,-2.0378277,-0.4984855,0.2323086,0.3544941,-1.1657862,0.8938469,0.8839709,0.5808149,0.4623078,-0.4253777,0.8849127,1.0654571,0.4802824,0.4628491,0.9359694,1.1169755,1.2734134
p_40/258.1088mz/0.91min Glycerophosphocholine,-0.833088356,0.35271035,0.76058973,0.177960194,-0.429240727,0.809232172,2.204403299,2.231325686,0.456129053,0.195049532,1.315925336,-1.201972671,-1.382631229,0.005712546,-1.061414692,0.145912099,-0.042468646,0.787405727,0.097315644,0.134155789,-0.027129796,-1.077147099,-1.088212914,0.05254772,-1.093242948,-1.4898258
p_93/160.2343mz/1.14min,-1.9181714,-1.617527,-0.8262259,-1.7051106,-1.1983624,-0.8559111,-0.4209987,1.2527605,1.2198682,1.0534166,0.5109219,1.0249007,0.7940309,-0.2646058,-0.7308777,-0.6608525,-0.1338743,-0.350393,-0.4013102,-0.1904097,0.5269393,1.0514353,0.8030472,1.1406641,1.2243805,0.6722649
p_95/664.1696mz/4.38min,-1.02317982,-1.13274856,-1.18705455,0.94063753,-1.54385669,1.47764451,-1.62041456,-0.79069817,-0.60529294,0.31498926,1.42517521,2.18134039,1.7426583,0.32453583,0.55793898,0.10396921,-0.39406004,-0.6056512,0.03893596,-0.49408469,0.34062667,-0.19946246,0.06964634,0.11549058,0.65098602,-0.68807113
p_596/253.1171mz/4.56min 3'-Hydroxyhexobarbital,1.69180816,0.86633346,-0.62269296,-1.02886837,1.08365586,-0.99889676,0.18561436,2.08818757,1.64014701,2.02968593,-0.01933162,-0.14214632,-0.99114182,-0.0419281,0.46626088,-0.7752854,-0.70498685,0.12910607,-0.26876285,-0.84106959,-0.88190579,-0.3108076,-0.61252562,-1.08413814,0.14461531,-1.00092684
p_284/172.0597mz/1.57min Tetrahydrodipicolinate,-0.39415611,0.0552911,0.82646179,0.36448998,0.24266846,0.48080927,-0.50422061,-0.43969784,0.32887136,1.74199889,0.08688424,1.327753,0.39198218,-0.39823221,-1.09975296,0.92882158,-1.01293994,-2.09042185,-1.82297784,0.50172665,-0.67079532,-1.00687504,-0.87518678,1.61060965,-0.05394826,1.48083662
p_340/290.1326mz/1.41min Ophthalmic acid,1.070503062,1.360054564,1.409189536,1.475278445,0.628277029,0.327323024,-0.059107249,-0.419440605,0.010803092,0.646310229,-1.354863938,0.351717578,-0.405026995,0.527451251,0.864728887,0.219126135,0.100910804,-0.006807602,1.026044486,0.184811189,-0.944958993,-1.981457363,-1.435282742,-0.409842748,-1.188677393,-1.997063682
p_472/247.1998mz/1.01min,-1.500897512,-0.535417849,-0.034050458,0.139452865,-0.53824472,-0.604191593,-0.993738628,-1.272672646,-0.42516275,0.049031729,0.668696802,-0.009251874,-0.111726219,2.114454163,0.71418251,1.518764115,0.102306021,-0.96399105,-0.742821393,1.291917221,0.766603002,-2.099621505,-0.448227392,1.114827642,0.782563529,1.017215988
p_8/268.1027mz/1.86min Adenosine,-0.5398634,0.104838,-0.1286531,0.3766044,-1.1030688,0.5599247,-0.368049,0.499344,-0.2302967,0.3243878,0.9287702,2.4549004,2.4120282,-0.7781265,-0.9912711,-0.8726488,-0.1658323,-0.182006,-1.4026637,-0.875886,0.1557101,-1.3184031,-0.548535,0.9775772,1.1747609,-0.4635427
p_233/153.0402mz/1.48min Xanthine,-1.70435848,0.38752268,-0.550529,0.1753105,0.04362791,0.82319735,-0.17979109,-0.68739779,-1.74012249,-1.70555486,-0.11383707,-0.09506659,0.30352849,-1.46043876,0.85257311,1.37942532,-0.05764986,0.94699269,-0.38849514,1.84219368,0.4215932,-1.19271415,-0.35192472,1.4885211,0.83848329,0.72491066
p_787/409.0845mz/1.46min,-1.57640764,-1.5872721,0.47243653,-0.93569899,-0.89283426,0.17497178,0.65913221,-1.00928931,-1.15532641,-0.51942338,-0.75457656,-1.32539122,-1.01054939,1.07010321,0.34457699,1.14767484,1.58622805,1.47459312,1.09337197,0.41740735,0.02925684,-0.08351263,-0.09693278,1.01086155,0.05940145,1.40719879
p_205/314.2310mz/6.86min 9-Decenoylcarnitine,1.37049472,0.60028011,-0.35272356,1.1729103,1.19235943,-0.66339154,0.49701853,-1.3848239,0.31595528,-1.32497826,0.85312126,1.88743579,1.41032071,0.27365779,0.50576461,-0.21757478,-0.42340187,-1.21935489,-0.03100456,-1.6044479,-1.38454179,-0.16302627,-1.42639448,-0.42533262,-0.02495414,0.56663202
p_253/218.1370mz/1.41min Propionylcarnitine,-1.40656688,0.08682922,-1.57663355,-1.99325257,-1.26248614,0.40279466,0.06479902,0.61761198,0.51967778,0.46052154,0.50663918,1.63969302,-0.19638474,0.65678632,-0.40245795,-1.26309105,1.04575557,1.87970375,-0.16167728,0.12130691,-1.22075915,0.33993953,-0.28863153,0.44851265,1.41781538,-0.43644571
p_520/164.0732mz/2.10min S-2-carboxypropyl-Cysteamine,-0.31094145,-0.51435667,-0.1231045,1.33308421,-1.07616641,0.74755129,0.21365404,-0.35666917,-0.22998836,0.10569981,2.43839696,1.63425061,1.61047648,-0.64907838,-1.36664132,-1.88492492,0.43739542,-0.6185785,-0.08000616,-0.44987893,0.14608746,-0.78295077,-0.36291778,-0.14936216,1.19984643,-0.91087724
p_123/710.0726mz/4.80min,-1.55048321,-0.56850189,-1.18441157,-1.44389514,-0.67987371,-2.0173622,-1.57528965,0.40005406,-0.1977782,0.43558447,0.35119262,0.88477337,0.04044151,0.44462519,0.67757824,-0.23663649,0.30477093,0.97970713,0.51400466,0.1539796,2.06086736,-0.77670882,1.37011662,0.68358396,1.09507799,-0.16541684
p_872/311.0088mz/6.12min,-0.04504284,-0.14521244,0.41067839,0.35510152,-0.23916557,0.05572196,0.94775597,-0.3754599,0.07205948,0.58906406,-1.02897458,1.54311788,-1.71606849,1.55971,-0.05714135,-0.84088894,-0.61813044,-0.20770039,-0.80037488,-0.25825631,-1.54834715,0.38881911,-1.62807248,-0.18683729,2.21520659,1.5584381
p_189/242.9998mz/6.61min,1.15197215,0.28998412,-0.24865502,-1.02985066,-0.48519189,-1.0652649,0.18870638,-0.90486558,0.3268856,0.2426558,1.53211015,2.26106288,-0.63408279,-0.23321739,-0.58137999,-1.1514017,-0.44481862,0.32790934,-0.44947866,-1.05815895,0.65084354,-1.26137772,0.08174968,-0.93347401,1.94060691,1.48673132
p_756/733.0903mz/1.11min,0.29488158,-1.50769173,-0.55233047,1.74394106,-0.02659383,1.58789349,-0.04390723,-0.3171107,-1.4349932,0.1861597,1.26017959,1.41082234,1.77482965,-0.48118684,-0.84783804,-0.94223946,-0.5930187,-0.89384029,-1.45848855,-0.01190135,-0.23283911,-0.68251482,-0.50745373,0.91829702,0.98584207,0.37110155
p_101/464.0824mz/2.40min Adenylsuccinic acid,-0.89681332,-0.92581946,-0.92988685,0.58802122,0.38488579,1.59616896,0.08800098,-1.18248571,-1.95226035,-1.62392698,1.8509514,1.13250859,0.33139289,0.33911997,-0.28172867,-0.81705909,0.02262747,-0.44135693,-0.19541672,-0.03371264,-0.16872635,-0.06088501,-0.07170304,1.46882633,1.86048022,-0.0812027
p_722/561.0051mz/0.91min,-2.433423258,-0.009975741,1.604560825,-0.894627816,-0.182542505,0.765286573,1.282315706,0.197994157,-0.873235595,-1.10537148,0.109850594,-0.526473654,-0.290261026,1.22595536,-2.576653542,0.63491069,0.452272142,-0.03898294,0.650745033,0.623239116,-0.557463858,0.678402208,0.053424614,0.052109326,0.450897881,0.707047189
p_938/423.7304mz/4.49min,-0.12920753,0.91528716,1.02750751,1.19478753,-0.14760158,-0.19631432,1.28822007,-0.04240952,-0.41763016,2.29443672,0.05517189,0.27939738,-0.23867548,-0.90800229,-1.18714483,0.38658226,-0.42227247,1.07009597,-0.84692528,0.30147368,-0.1305413,-2.10856769,-2.14026581,0.08050635,-0.62074776,0.64283951
p_232/251.0838mz/6.38min 5-Methoxycanthin-6-one,1.539480221,0.624156603,-0.119206446,-1.653554389,0.313655095,-0.165782517,-1.33385854,0.290610616,-1.116646786,0.600221437,-0.868243781,-0.704569183,0.079353231,0.916907269,0.704091996,-0.025652714,0.372603767,-1.152902779,2.464129642,-0.008451706,0.920586471,-0.018320068,0.870132382,-0.50097964,-0.052169716,-1.975590464
p_368/159.0905mz/4.69min,0.20221162,0.745233,-0.49017318,-0.36700561,0.18653474,-1.83460149,-0.81546667,0.26792474,-0.42423977,0.78077074,-1.02746624,-0.87600489,-0.67684031,1.41645673,2.5212592,1.34502198,0.91976567,0.62094395,-1.05014664,0.03240015,0.6005181,0.45071088,0.47660817,-0.70558606,-1.58646434,-0.71236448
p_676/359.5475mz/4.38min,-0.2934756,0.4522838,0.5089201,0.412067,0.4329048,1.9571018,0.707008,-0.3324297,-1.8124948,-0.6661992,1.2886086,1.9183237,1.974585,0.1647708,0.4687158,-0.3165571,-1.2625643,-0.4510949,-0.5246082,-1.3115702,-0.4127926,-1.1741209,-0.8386697,-0.4177511,-0.179418,-0.2915431
p_579/336.1026mz/2.03min,-0.72410794,-0.2933854,-0.45622058,-0.52914352,-0.60786864,-0.38140553,-0.56229933,0.39446394,-0.36996176,0.32482797,0.09827189,-0.31034999,-0.25336336,1.81168142,0.94730988,0.72401409,-2.50637496,-1.64162794,1.0242198,-0.22183425,1.62211172,0.71958859,1.16766296,1.12642754,-1.36803225,0.26539565
p_521/362.9984mz/1.04min,0.3926724,-0.3761964,0.7280741,1.0494478,1.273611,1.5717203,1.2706762,1.0308661,0.5124413,0.669843,0.9890823,0.3193886,0.3587917,-0.8279801,-1.5444401,-2.2096068,0.153666,0.1675901,-0.0277935,-0.1866429,-1.7812163,-0.3114037,-1.0277079,-1.2421607,-0.5754633,-0.3772594
p_477/812.6176mz/4.75min,0.0142239,0.56584041,-0.11156415,2.26092395,0.57784332,0.87453758,0.01545347,-0.78343599,-1.62445646,0.57065139,1.61868258,0.88059359,0.16048079,1.11120664,-2.33942476,-0.70718012,-0.46199495,0.63831104,0.03467739,-0.26522358,-1.10993335,-0.66835994,-0.93505979,0.15568368,-0.89493701,0.42246036
p_407/305.0957mz/1.70min N-Acetylaspartylglutamic acid,1.3251484,0.9766877,1.6036973,1.8823797,-0.4300949,1.2482163,0.1704019,0.4490167,-0.1944964,0.1941308,0.20154,-0.3799981,-0.7084296,1.14924,-2.1928247,0.1500611,-1.6103421,-0.3644896,-0.2544843,0.1345018,-1.2386725,-0.5516421,-1.2724851,-0.6737999,-0.3023613,0.6890988
p_868/290.1576mz/4.11min 3-Methylglutarylcarnitine,-0.49389366,-1.13662099,-0.65458093,1.55222534,-1.04028786,-1.29137907,-0.36680489,-0.71233318,1.05373868,1.16970384,1.43956863,2.38115565,-0.39360906,-1.05505067,-0.80808149,-0.68634224,-0.18170417,0.14435756,-0.06366379,-0.29742279,0.23453486,-0.32744277,-0.10571051,0.40155081,-0.67981015,1.91790286
p_299/275.5661mz/1.46min,-1.13162229,-1.71139412,-0.44876064,-0.42863532,-0.76353449,0.07417557,0.53268428,-1.19708792,-2.02855838,-0.82174251,-0.54554923,-1.10054665,-0.58176278,1.46422125,0.54823828,1.07971586,1.29131584,0.91454163,1.09777577,1.0975346,0.07539936,-0.0512523,-0.06211993,1.11127489,0.32678496,1.25890425
p_394/170.0650mz/1.44min,-1.50431658,-0.47208726,-0.13729838,0.36280968,-0.89537757,0.83945127,-1.38915036,-1.50127155,-1.84379476,-1.5394787,1.06310057,0.1773067,0.53629502,0.87794495,0.32520433,0.64570964,-0.16687127,0.97832587,0.72520582,0.91728624,0.72267523,-0.60428057,0.04448611,1.09366398,1.68496561,-0.94050402
p_327/203.1375mz/2.44min Alanyl-Isoleucine,1.722873,1.4782134,0.5989662,-0.6354115,1.5653731,-0.9726022,1.0148809,1.5694274,1.4199131,1.391245,-1.4729404,-0.4500064,-0.1977258,-0.6895325,-0.3344176,-0.6080794,-0.351592,-0.3988509,-1.138045,-0.6893786,-0.8416985,0.3082649,-0.130853,-1.2524258,-0.3469375,-0.5586599
p_483/262.1628mz/3.43min Phenindamine,0.96848716,0.78514494,2.28630175,0.02675502,1.43462405,-1.64805666,0.68643908,1.02153648,1.33031264,1.45412521,-0.12426544,0.03867135,0.49125328,-0.80236942,-0.9655735,-0.67952585,-0.74586734,-1.48223877,-0.99557942,-0.66767535,0.02701397,-0.43778295,-0.44770088,-0.69854114,-0.03320332,-0.82228489
p_490/85.0287mz/4.43min 4-Hydroxy-2-butenoic acid gamma-lactone,-0.05529377,0.4601618,0.0190712,1.21441234,0.44138784,-0.211247,-0.62415506,-0.35463786,1.76232937,-0.32694099,1.57764961,0.63905976,1.55507353,0.11822419,-1.12389958,-2.08279107,-0.03314408,-0.64966898,-0.12227594,0.21111402,-1.81271425,-0.90486391,-1.3741848,-0.08140443,0.44188452,1.31685353
p_273/145.0487mz/1.29min 3-Hexenedioic acid,-0.376441991,-0.261286863,-0.942492751,-2.404717773,-0.776791854,-0.763269726,-1.432578799,0.195447259,0.742247087,-0.350108208,-0.690894482,-1.546434215,-1.141052715,1.523324838,1.066740379,0.140267682,0.299281526,0.006998459,0.984395071,0.650935098,0.808329901,1.056457305,0.907067737,0.712230806,0.217179819,1.37516641
p_9/520.3378mz/8.66min LysoPC1829Z;12Z,1.335383615,1.427760673,0.770220053,0.612492473,0.796211562,1.160933067,1.147837598,-1.101519428,-1.572218217,-0.150004286,-0.811456968,-1.657782242,-0.643756073,-0.225795128,0.008525671,0.270030209,0.846527848,-0.919788889,-0.732757957,-0.180110337,1.25471723,0.605424884,0.977775857,-1.483510202,-1.378816275,-0.35632474
p_32/137.0461mz/2.12min Hypoxanthine,-0.5883845,0.2005913,-1.4880158,-0.48055,0.2318082,-0.8149513,-1.4375851,-1.0153006,-1.5736149,-1.3292341,-0.42339,0.1098605,0.2783406,-0.6745501,0.9715898,1.2738181,0.9495059,-0.1118153,-0.7624898,1.4284443,1.45216,0.8653651,1.1433892,1.5927035,0.6310082,-0.4287032
p_162/827.7551mz/4.80min,0.01379436,-0.40503639,-0.38782601,0.3728409,-0.3687038,-0.12400886,-0.50530608,-0.28506003,-1.05814696,-0.34444509,-0.41851746,0.23277485,-0.85920394,-0.27748359,0.04584393,-1.24502644,-0.45393184,0.38351249,-0.14843013,-0.62758224,1.88732332,3.27992663,1.85507213,0.0703894,0.54615868,-1.17892782
p_439/409.0182mz/1.37min 6-Hydroxy-5-4-sulfophenylazo-2-naphthalenesulfonic acid,-1.2650775,-0.303077,0.7205576,-0.8716553,-0.6380755,-0.5792455,0.8367711,-0.1196788,0.3352567,-1.4351617,0.1512688,-1.9556596,-0.5918319,0.1742855,-0.3632817,0.2272344,0.4417618,1.2858906,2.2609314,0.6641868,-1.3749305,-0.2524605,-0.7879513,1.0878136,1.0007271,1.3514017
p_230/537.1664mz/2.12min 1;4-beta-D-Glucan,-0.47230318,0.02497997,-1.88427989,-0.35864127,-0.05065841,-1.00296883,-1.84405222,-1.08174369,-1.63718136,-1.35768013,-0.34910699,0.44589979,0.35894464,-0.89691498,0.78247655,0.74160846,0.49683039,0.43074759,0.38962654,1.12708104,1.3107671,0.65118964,1.0134213,1.30857422,0.67721012,1.1761736
p_739/585.0639mz/6.39min,0.68753643,0.07097073,0.91919418,0.62097341,-0.80315345,-1.45051507,1.15028533,-0.73101547,-0.22792506,-0.20081617,0.02760619,-2.53706161,-0.77449818,0.01214534,-0.20614038,-1.32103784,-0.49313117,1.27062526,0.69249076,0.15458198,0.51070943,2.02054442,1.2879581,-0.1884896,-1.035838,0.54400044
p_658/500.0135mz/4.75min,-0.483363749,0.678280076,0.904293452,1.207982089,1.122033021,1.916198791,1.850874847,0.007379688,0.032585349,0.495874072,0.78330027,-0.051369342,0.34882031,-0.01542094,-1.148416867,0.232965426,0.04145801,-1.209595126,-0.357968471,0.461310591,-1.695960049,-1.479872406,-1.666431563,-0.220681556,-0.679610505,-1.07466542
p_410/279.1682mz/5.28min Leucyl-phenylalanine,1.753447,1.0920066,0.1413395,-0.9337158,1.4496895,-0.5313165,0.617837,1.2794402,1.5895549,1.3096009,-1.197948,-1.5565583,-0.6061373,0.0492037,-0.9899324,-0.5317684,-0.1470868,0.4024449,0.1509168,-0.3445355,-0.2042768,0.2319348,-0.0190407,-1.2226486,-1.9404869,0.158036
p_14/348.0690mz/1.12min Adenosine monophosphate,0.1792746,-0.3256023,0.8560125,1.215608,-0.2827228,1.5845869,1.0000158,-1.2838183,-0.8355297,-1.1159009,1.412593,0.9766248,0.9989817,-0.2907376,-0.4134282,-1.2364898,0.6416092,0.260153,0.1879376,-0.2717572,-1.2272455,-1.5394741,-1.4058326,1.0342573,0.9939264,-1.1130417
p_844/61.0114mz/1.33min,-0.2641307,0.3662971,0.5211589,0.8413108,0.3771901,0.8705445,-1.3391849,-0.7713119,-3.8276273,-0.2147886,0.8777651,0.7966487,0.8789768,0.4714023,0.3208112,-0.1024091,0.128408,1.0158271,-0.5797858,0.3306192,-0.2394727,-0.1832315,-0.3560525,-0.3467652,-0.6211682,1.0489686
p_562/527.5713mz/4.33min,1.0348715,0.4109502,0.3954522,1.2326231,1.1641456,1.5342832,1.1595928,0.5584901,-0.5224386,0.7399249,-0.3823781,-0.6446796,0.68737,-0.629631,0.7122737,0.8304483,-0.1484976,-0.5273524,-0.9502135,-1.447118,-1.2930702,0.483034,-0.3614849,-1.3621247,-0.2179875,-2.4564836
p_191/612.0494mz/1.27min,1.0143615,0.9612857,0.391978,0.8210287,0.9852552,0.6791768,0.7581209,1.4527,1.1310926,1.5042123,0.5603867,0.8764544,1.2331432,-1.0466667,-1.147657,-0.9729577,-0.7434029,-1.0931615,-0.9652833,-1.097005,-0.7985204,-0.9122992,-0.8677288,-1.0047861,-0.8152635,-0.9044641
p_317/412.5578mz/4.76min,-0.173778578,0.848890114,0.918633525,1.254582911,1.152257868,1.886941414,1.600975214,-0.054243145,0.130173074,0.724988942,0.787164182,-0.007899538,0.367836181,0.238203507,-0.655928121,-0.416138619,0.444622144,-1.182964072,0.060552653,-0.356147521,-1.747505844,-1.376859512,-1.610095082,-0.590948097,-0.744604854,-1.498708745
p_1071/275.1452mz/5.18min,0.3282153,-0.2430892,-0.1318717,0.8105113,-0.4497479,-1.0594161,0.2485247,-0.5156668,-1.2348405,0.1841294,1.1675717,1.5169806,0.8717094,3.5349374,-0.6342757,-1.1752339,-0.5140696,0.1385746,0.3476015,-0.2312931,-0.5199075,-0.4690215,-0.5539472,-0.7492017,-0.6540735,-0.0130999
p_13/182.0799mz/1.64min L-Tyrosine,1.45881932,0.98098516,-0.21991832,-0.11788326,1.507409,-0.63993119,-0.40241255,0.31697341,-0.57762014,0.2290987,-1.40640878,-1.19628416,-1.84460352,1.46875853,1.25246584,0.76825279,0.58037612,0.27418571,0.71561989,0.14513563,0.57279676,0.07282074,0.29004762,-1.29600046,-1.61881086,-1.31387199
p_743/201.1106mz/5.67min cis-4-Decenedioic acid,0.591686987,-0.059599808,-0.519751871,0.773533015,-0.860267348,0.952382303,0.068090431,-2.629844637,-1.017833599,-1.516798924,1.495421901,1.676188561,1.486963971,0.003168627,0.070536893,0.154970822,-0.422038704,0.377784132,-0.253797394,0.128904994,-0.506876892,-0.391048445,-0.735068312,-0.843928712,0.45547361,1.521748398
p_379/244.0922mz/1.11min Cytidine,-1.18336767,-0.46883981,-1.09261485,-0.34971956,-0.41035056,-0.53169046,-0.95605712,-1.47441436,-1.79426727,-1.35534894,-0.547805,-0.4345246,-0.79100331,0.51478896,0.39669185,1.17235812,0.61260076,0.53264898,0.94022413,1.60218646,1.57722984,0.07620148,0.92467435,1.02456398,1.09988923,0.91594536
p_188/695.1316mz/1.12min Guavin B,0.49881587,-0.25828219,0.62831915,1.3010428,-0.3421828,1.48360143,0.79523842,-1.13602508,-0.55896003,-1.00346786,1.42722927,1.226163,1.23614229,-0.49670625,-0.32276999,-1.3940972,0.44895306,0.10040646,0.05564763,-0.5292642,-1.14306702,-1.5122561,-1.3298136,1.0369994,1.06014475,-1.27181119
p_893/283.1759mz/2.74min Hexaethylene glycol,2.35306746,0.2267733,0.98489208,2.33976382,-0.16851813,1.00984056,0.92622081,-0.2711153,-0.39910832,0.25077548,-0.23232704,-0.24128801,-0.03088696,-1.05908789,-0.58710768,-0.35652847,-1.09026362,0.24608929,-0.13353274,-1.57516036,0.85910174,-1.23075333,0.62572219,-1.08031806,-0.15122634,-1.2150245
p_29/120.0803mz/3.46min,0.59922901,0.62897985,-1.15245824,-0.11144131,-0.12914601,-2.25618774,-1.51906845,1.10087575,0.82944959,1.19237588,-0.85415098,-0.1457984,-0.58855922,0.53020913,1.14642612,0.11963838,0.01644364,-0.15839619,-1.44645681,-0.25008422,1.80822902,0.94139738,1.33574042,-0.35134904,-1.08509611,-0.20080146
p_321/300.0938mz/4.65min 8-Hydroxyguanosine,0.52832066,-0.05609416,-1.18619121,0.34918598,-0.47753151,-0.64509664,-1.94987712,-0.45789249,0.63734215,0.70743189,-0.19488988,0.32006814,1.18988605,0.71580736,1.22749944,-0.74444863,0.04206624,-2.16498786,0.40350679,-1.6500112,0.92740892,1.59209409,1.19794591,-0.9321176,0.43478251,0.18579218
p_386/358.2569mz/6.84min,2.28994628,-0.18824845,-0.32522062,-1.05062077,1.0734289,0.43722764,0.60254819,-1.55524876,1.47601487,-1.91643049,0.33124764,-0.06541442,0.45883736,0.56605911,0.79851495,-1.12003311,0.86517691,-0.51773935,0.55026651,-1.19609953,-0.86205137,-0.89723419,-0.91065782,0.77331916,-0.12410147,0.50651284
p_183/424.1000mz/1.43min,-1.99963274,-0.84065646,-0.68644448,0.22267057,-0.69273098,1.11958579,-0.72897225,-0.39192531,-0.55562509,-0.67625487,0.10916667,0.8443367,-0.70402829,0.01550826,-0.77498261,-0.46541024,0.01230781,0.45485145,1.06738136,1.01614119,-0.05835369,-1.07484548,-0.49610282,1.72760289,2.6324047,0.92400793
p_94/288.2152mz/6.51min L-Octanoylcarnitine,1.106808,0.4663326,-0.5991089,1.0669171,0.6113807,-0.7507429,-0.3016633,-0.7627684,1.3029991,-0.4268132,1.3146594,1.776438,1.5498444,-0.3895065,-1.0700873,-1.7745121,-0.3064704,-0.7834433,-0.3477712,-0.8253134,-1.246149,-0.8690757,-1.0671177,0.5738125,0.7789632,0.9723883
